bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,lat,long,view,waterfront
5,2.0,2250,5472,1.5,5,7,47.3065,-122.219,0,0
4,2.5,2650,6366,2.0,3,9,47.3325,-122.171,0,0
3,1.0,1150,35415,1.0,4,7,47.5974,-122.129,0,0
3,2.5,1810,4592,2.0,3,8,47.5764,-121.996,0,0
3,2.0,1480,5000,1.0,4,7,47.6859,-122.37,0,0
3,1.75,1620,8438,1.0,4,8,47.703,-122.281,0,0
3,2.75,1710,9448,1.0,3,7,47.6693,-122.267,0,0
3,2.5,2550,13458,2.0,3,9,47.5586,-122.121,0,0
3,2.5,1250,864,3.0,3,8,47.6978,-122.318,0,0
3,1.75,1370,19550,1.0,3,7,47.7002,-121.912,0,0
4,1.75,1910,16785,1.0,4,7,47.7474,-122.235,0,0
5,3.0,3620,12778,1.0,5,8,47.5512,-122.191,2,0
4,2.5,2910,8881,2.0,3,10,47.6424,-122.411,1,0
3,1.75,2530,35150,1.0,4,7,47.3913,-122.121,0,0
4,2.5,2090,5040,2.0,3,9,47.4797,-122.23,0,0
5,2.5,3410,4726,2.0,3,9,47.5459,-122.184,0,0
2,1.75,1480,5120,1.0,4,6,47.558,-122.392,0,0
2,1.0,800,3090,1.0,4,6,47.5518,-122.277,0,0
4,1.75,2380,5700,2.0,4,7,47.6656,-122.271,1,0
3,1.0,1470,8200,1.0,3,7,47.7347,-122.302,0,0
3,2.25,1410,8909,2.0,3,7,47.3983,-122.31,2,0
5,2.0,1700,7314,1.0,3,7,47.549,-122.305,0,0
4,3.5,3530,7202,2.0,3,9,47.7339,-122.36,0,0
3,2.5,1660,1545,2.0,3,9,47.6268,-122.353,2,0
3,1.0,1280,6726,1.0,3,6,47.5724,-122.301,0,0
3,2.5,1690,6642,2.0,3,7,47.6793,-122.033,0,0
3,2.0,2250,8000,1.0,4,9,47.7077,-122.378,2,0
2,1.0,1050,3088,1.0,3,7,47.5471,-121.996,0,0
4,4.5,3080,10550,2.0,3,8,47.5806,-122.244,3,0
2,1.0,960,4920,1.0,3,6,47.6946,-122.362,0,0
3,2.0,1670,7700,1.0,3,7,47.725,-122.2,0,0
4,3.0,2240,8504,2.0,3,7,47.7348,-122.295,0,0
3,2.5,2720,13124,2.0,3,9,47.6371,-122.094,0,0
3,1.75,1040,5097,1.0,4,7,47.6385,-122.401,0,0
3,2.5,3010,74390,2.0,3,10,47.6442,-121.999,0,0
3,2.0,1480,800,2.0,3,8,47.5492,-122.387,0,0
2,1.0,1070,32633,1.0,4,6,47.4716,-122.078,0,0
3,1.0,1020,6120,1.0,4,7,47.278,-122.205,0,0
2,1.75,1910,12142,1.0,3,9,47.6276,-122.053,0,0
3,2.5,2120,5277,2.0,3,7,47.6811,-122.034,0,0
2,2.25,1350,1248,2.0,3,7,47.6399,-122.32,0,0
2,1.5,1340,3600,1.5,3,7,47.6358,-122.364,0,0
3,3.5,1500,1471,3.0,3,7,47.7034,-122.362,0,0
5,5.0,5450,20412,2.0,3,11,47.6209,-122.237,0,0
2,1.0,980,5000,1.0,3,6,47.6744,-122.369,0,0
2,1.5,1280,1256,2.0,3,8,47.6741,-122.375,0,0
3,2.5,2380,5017,2.0,3,9,47.6297,-122.021,0,0
5,2.0,1840,9240,1.0,4,7,47.7308,-122.34,0,0
4,2.5,2260,7500,1.0,3,8,47.4645,-122.196,0,0
5,2.0,1730,10532,1.0,4,5,47.5076,-122.178,0,0
3,2.5,1340,10290,1.0,4,7,47.3553,-122.149,0,0
3,2.5,2240,7565,2.0,3,8,47.3485,-122.301,0,0
3,2.0,1850,9600,1.0,3,7,47.7671,-122.225,0,0
2,2.0,1420,9191,1.5,5,7,47.6979,-122.32,2,0
4,2.5,2790,5450,2.0,3,10,47.6453,-122.303,0,0
2,1.0,910,4800,1.0,4,7,47.5536,-122.377,0,0
3,2.25,1840,3500,1.5,5,8,47.6063,-122.292,0,0
4,2.5,2701,5821,2.0,3,7,47.2873,-122.177,0,0
2,1.75,1240,2493,1.0,4,8,47.3813,-122.322,0,0
2,1.0,900,23000,1.0,2,7,47.3576,-122.156,0,0
2,1.5,880,1805,2.0,3,7,47.7064,-122.342,0,0
4,1.75,2085,174240,1.0,3,7,47.5753,-121.95,0,0
2,1.0,1070,9750,1.0,3,7,47.7532,-122.318,0,0
3,2.25,1800,11200,1.0,3,8,47.7072,-122.164,0,0
3,2.5,2520,10223,2.0,3,10,47.631,-122.042,0,0
2,2.25,2290,9772,1.0,3,8,47.7199,-122.025,0,0
3,2.75,1560,77536,1.0,3,7,47.7695,-122.126,0,0
3,1.5,1570,12412,1.0,3,8,47.438,-122.349,3,0
2,1.0,1360,5000,1.0,3,7,47.6372,-122.392,0,0
2,1.75,1930,11200,1.0,3,8,47.7576,-122.37,2,0
3,2.25,1270,1213,2.0,3,8,47.6736,-122.375,0,0
3,2.5,2830,3750,3.0,3,10,47.6799,-122.385,0,0
4,2.5,2220,6800,2.0,3,7,47.49,-122.15,0,0
4,1.0,1100,5000,1.5,5,6,47.4868,-122.204,0,0
3,2.5,1830,8372,2.0,3,8,47.3116,-122.4,0,0
4,2.5,2130,4467,2.0,3,8,47.5108,-122.363,0,0
4,2.5,2413,5701,2.0,3,8,47.3731,-122.159,0,0
4,2.0,1760,7800,1.0,3,8,47.6945,-122.38,0,0
4,2.5,2620,7553,2.0,3,8,47.5301,-122.18,0,0
3,1.0,1430,8640,1.0,5,7,47.572,-122.147,0,0
3,1.75,1900,8910,2.0,4,7,47.2769,-122.145,0,0
3,1.5,2400,8215,1.0,3,7,47.5001,-122.338,0,0
3,1.5,1670,5000,1.5,4,7,47.678,-122.36,0,0
2,1.0,1010,9219,1.0,4,7,47.6886,-122.202,0,0
3,2.5,1770,3205,2.0,3,9,47.6658,-122.084,0,0
4,1.75,2690,46609,1.5,3,7,47.4951,-122.352,0,0
4,1.0,1540,2452,1.5,4,7,47.6522,-122.348,0,0
2,1.75,1230,3600,1.5,5,7,47.6423,-122.361,0,0
4,1.0,1360,11175,1.0,3,7,47.4551,-122.272,0,0
4,1.75,2780,9900,2.0,4,10,47.6348,-122.06,0,0
3,1.75,2430,11448,1.0,5,7,47.6971,-122.391,1,0
4,3.5,5550,28078,2.0,4,12,47.6395,-122.234,2,0
3,1.0,1150,5100,2.0,3,8,47.5349,-122.384,0,0
2,1.0,1840,3300,1.5,4,6,47.6757,-122.362,0,0
4,2.25,3190,52953,2.0,4,10,47.5933,-122.075,0,0
3,2.25,2090,45535,1.0,5,8,47.5538,-122.191,2,0
3,3.25,2170,12508,1.5,5,9,47.5665,-122.229,0,0
3,1.0,810,4600,1.0,3,6,47.5712,-122.316,0,0
4,1.0,1200,2171,1.5,3,7,47.7076,-122.342,0,0
2,1.5,1040,8526,1.0,5,6,47.7349,-122.295,0,0
4,1.5,2390,7480,1.5,3,7,47.504,-122.227,2,0
5,2.0,2610,5009,1.0,3,7,47.6969,-122.366,0,0
4,2.5,2340,13445,2.0,3,8,47.374,-122.125,0,0
4,2.25,2300,4600,1.5,4,7,47.5895,-122.311,0,0
3,1.0,1250,15603,1.0,4,7,47.5093,-122.172,0,0
3,2.5,1720,7950,1.5,4,7,47.7178,-122.168,0,0
3,1.5,2090,11895,1.0,3,7,47.5362,-122.267,0,0
3,2.75,2930,218235,2.0,3,8,47.5481,-121.886,2,0
4,2.5,2510,3479,2.0,3,8,47.6981,-122.099,0,0
3,1.5,1890,6183,1.0,3,7,47.5396,-122.269,0,0
3,1.0,1390,6000,1.0,3,5,47.4977,-122.175,0,0
3,1.0,1080,10500,1.0,3,7,47.32,-122.278,0,0
2,1.0,840,4500,1.0,3,6,47.5441,-122.39,0,0
5,2.5,2600,4284,2.0,3,9,47.5409,-122.39,0,0
3,2.25,2030,8690,1.0,4,8,47.3185,-122.391,0,0
3,1.0,1040,16986,1.0,4,7,47.4812,-122.097,0,0
3,3.5,1900,2133,2.0,3,8,47.5675,-122.369,0,0
3,1.75,2040,5775,1.0,3,7,47.6592,-122.393,0,0
4,1.0,1660,34848,1.0,1,5,47.6621,-122.132,0,0
2,1.0,860,10400,1.0,4,6,47.3682,-122.096,0,0
4,1.0,1070,5750,1.0,3,6,47.564,-122.379,0,0
3,1.75,1830,9758,1.0,3,8,47.7107,-122.23,0,0
3,1.0,1120,7250,1.0,4,7,47.7143,-122.211,0,0
6,8.0,12050,27600,2.5,4,13,47.6298,-122.323,3,0
4,2.75,3120,20031,1.0,4,9,47.5389,-122.242,2,0
2,1.0,1500,3420,1.0,3,7,47.661,-122.338,0,0
2,1.0,830,7200,1.0,2,6,47.5604,-122.275,0,0
3,2.5,2620,8950,2.0,3,9,47.5523,-122.119,0,0
4,4.75,5230,89298,2.5,3,11,47.4097,-122.063,0,0
3,1.0,980,7560,1.0,3,7,47.5256,-122.375,0,0
3,3.75,2780,5002,2.0,3,10,47.5939,-122.15,0,0
4,2.0,1890,5188,1.5,4,7,47.6633,-122.287,0,0
3,2.5,2160,8809,1.0,3,9,47.6994,-122.349,0,0
4,1.75,2340,5940,1.0,3,8,47.6789,-122.281,0,0
3,2.0,1640,2808,1.0,4,7,47.5945,-122.291,3,0
3,3.25,2730,9588,2.0,3,10,47.6339,-122.09,1,0
3,1.0,1720,16552,1.0,4,7,47.4772,-122.153,0,0
2,1.75,1810,4220,2.0,3,8,47.7177,-122.034,0,0
3,2.25,1580,920,3.0,3,8,47.5578,-122.363,0,0
4,2.5,2000,6107,2.0,3,8,47.7557,-122.221,0,0
4,2.0,1610,8000,1.0,3,7,47.6301,-122.118,0,0
4,2.5,2660,5608,2.0,3,9,47.5449,-121.995,0,0
3,1.75,1320,6030,1.0,4,7,47.6993,-122.13,0,0
3,2.25,2090,15000,1.0,3,7,47.4885,-121.783,0,0
5,1.75,1580,5292,1.0,3,6,47.5677,-122.29,0,0
4,3.0,2750,7500,1.0,5,8,47.7134,-122.361,0,0
5,2.5,2990,7292,2.0,4,8,47.3604,-122.091,0,0
3,1.5,2060,15050,1.5,4,7,47.3321,-122.373,0,0
4,1.0,1140,6250,1.5,3,6,47.5433,-122.375,0,0
2,1.0,720,5913,1.0,3,6,47.5447,-122.27,0,0
3,1.0,1000,9150,1.0,3,7,47.4829,-122.124,0,0
4,2.5,2500,4945,2.0,3,9,47.5185,-121.885,0,0
4,2.5,1910,5000,2.0,3,7,47.3608,-122.036,0,0
3,2.25,1710,4561,2.0,4,8,47.5691,-122.004,0,0
3,2.5,2190,3600,2.0,3,9,47.5506,-121.993,0,0
4,2.0,1930,3976,1.5,4,8,47.6117,-122.297,0,0
3,1.75,1330,9831,1.0,3,7,47.3304,-122.277,0,0
3,2.5,2060,2551,2.0,3,8,47.5881,-122.165,0,0
4,1.5,1570,9210,1.0,3,7,47.3864,-122.22,2,0
3,1.75,2240,10578,2.0,5,8,47.6954,-122.292,0,0
4,2.5,2360,7350,1.0,4,7,47.3417,-122.277,0,0
4,3.5,4010,9654,2.0,3,10,47.5891,-122.2,0,0
4,2.5,2390,7056,2.0,3,9,47.3385,-122.264,0,0
3,2.5,2830,5831,2.0,3,9,47.7744,-122.224,0,0
4,2.5,2960,4750,2.0,3,9,47.5544,-121.993,0,0
3,1.5,1490,7275,1.0,3,7,47.7148,-122.213,0,0
4,2.5,2620,16200,1.0,4,7,47.6623,-122.196,2,0
2,1.0,1120,8661,1.0,3,7,47.7034,-122.307,0,0
3,2.25,1640,7200,2.0,4,8,47.5948,-122.153,0,0
3,1.75,1740,8800,1.0,3,7,47.2968,-122.372,0,0
5,3.5,3190,4247,2.0,3,8,47.7016,-122.103,0,0
3,2.5,2470,4948,2.0,3,8,47.3438,-122.039,0,0
3,1.5,1420,5000,1.0,3,7,47.4192,-122.33,0,0
3,1.75,1770,16909,1.0,5,8,47.4458,-122.134,0,0
3,1.75,1300,12378,1.0,4,6,47.4996,-121.778,0,0
3,2.5,2750,35000,2.0,3,9,47.75,-122.024,0,0
5,2.5,3020,21441,1.0,4,8,47.3392,-122.131,0,0
4,2.5,2811,7251,2.0,3,9,47.3686,-122.058,0,0
4,2.5,2540,8706,2.0,3,9,47.5855,-122.031,0,0
4,2.75,1800,5453,1.0,3,7,47.4632,-122.209,0,0
2,1.0,1240,27042,1.0,3,6,47.5026,-122.465,1,0
4,1.75,1800,5210,1.0,5,7,47.5298,-122.28,0,0
4,2.5,1940,3200,2.0,3,8,47.4583,-122.118,0,0
3,2.0,1720,128066,1.0,3,7,47.4487,-121.981,0,0
3,2.0,1760,11410,1.0,5,7,47.4528,-122.163,0,0
4,2.25,2250,41688,2.0,3,8,47.6695,-122.05,0,0
4,1.75,1870,6000,1.0,5,8,47.6435,-122.399,0,0
4,2.5,1860,8117,1.0,4,8,47.6228,-122.104,0,0
3,2.25,1630,7573,1.0,3,7,47.7273,-122.211,2,0
4,2.75,2230,10160,1.0,3,7,47.5123,-122.32,0,0
3,2.5,2170,8140,2.0,3,9,47.385,-122.169,0,0
3,1.5,1240,5200,1.0,5,6,47.3683,-122.079,0,0
5,3.0,4290,20445,2.0,4,11,47.6217,-122.239,0,0
4,2.25,1950,7280,2.0,4,8,47.2957,-122.37,0,0
2,2.0,1680,5756,2.0,4,7,47.3065,-122.222,0,0
4,1.75,2960,11347,1.0,4,8,47.4738,-122.353,0,0
3,2.5,2190,5091,2.0,3,8,47.3506,-122.039,0,0
3,1.75,2060,3600,1.5,3,7,47.6389,-122.371,0,0
4,3.0,4460,6833,2.0,3,10,47.6342,-122.289,0,0
4,2.5,2610,8031,2.0,3,8,47.7717,-122.27,0,0
4,2.5,1890,4158,2.0,3,8,47.343,-122.056,0,0
3,2.5,1860,1290,2.0,3,9,47.6179,-122.301,0,0
3,1.75,1800,8462,1.0,3,8,47.6623,-122.141,0,0
5,2.75,3030,7000,1.0,4,7,47.3661,-122.28,0,0
3,2.25,1880,10880,1.0,3,8,47.5937,-122.116,0,0
3,3.0,1530,2132,2.0,3,8,47.3746,-122.056,0,0
2,1.0,1390,19988,1.0,4,7,47.3985,-122.321,2,0
3,2.25,2270,23900,1.0,3,9,47.7506,-122.372,0,0
4,2.5,1640,6000,2.0,3,7,47.559,-122.365,0,0
3,2.5,2340,4273,2.0,3,7,47.5362,-121.878,0,0
3,1.75,1670,5100,1.0,5,7,47.5898,-122.291,2,0
2,1.0,890,3271,1.0,4,6,47.5631,-122.381,0,0
2,1.5,1090,847,3.0,3,8,47.7235,-122.352,0,0
2,1.0,1070,4500,1.0,3,7,47.6802,-122.29,0,0
4,1.75,1770,9848,1.0,3,8,47.6208,-122.099,0,0
4,4.5,5250,48352,2.0,3,10,47.4858,-122.111,0,0
3,1.0,1440,13824,1.0,4,7,47.5872,-122.241,0,0
2,1.5,1760,12000,1.0,4,7,47.6288,-122.109,0,0
4,1.75,2430,13211,1.5,4,7,47.5245,-121.926,0,0
3,2.0,1380,3500,2.0,3,7,47.5558,-122.27,0,0
4,2.5,3240,3600,2.0,3,9,47.6405,-122.356,0,0
3,2.0,1400,6200,1.0,3,6,47.7634,-122.34,0,0
3,1.0,2270,4182,1.0,4,7,47.688,-122.32,0,0
3,1.5,1650,3150,1.5,4,8,47.6156,-122.297,0,0
4,2.5,2640,5595,2.0,3,8,47.3551,-122.054,0,0
3,2.5,3080,7363,2.0,3,9,47.4473,-122.205,0,0
4,2.5,2120,215186,2.0,2,7,47.701,-121.857,0,0
2,1.0,1470,3864,1.0,4,7,47.6638,-122.345,0,0
5,3.25,2980,7095,2.5,3,9,47.6919,-122.294,0,0
5,3.0,3340,10796,1.0,3,9,47.5421,-122.229,2,0
3,2.5,2600,7210,2.0,3,8,47.5123,-122.151,0,0
4,2.5,2110,3825,2.0,3,7,47.359,-122.082,0,0
4,1.5,1150,9360,1.5,3,6,47.7197,-122.173,0,0
4,2.5,2210,17715,2.0,3,8,47.3818,-122.2,0,0
2,2.25,1700,2383,2.0,3,8,47.547,-121.997,0,0
2,1.0,1230,7560,1.0,3,7,47.7298,-122.34,0,0
3,1.0,1510,6083,1.0,4,6,47.6966,-122.324,0,0
3,1.5,2290,9600,1.0,4,7,47.3643,-122.111,0,0
3,2.5,3000,25341,2.0,3,9,47.6724,-122.013,0,0
4,2.5,4570,74487,2.0,5,12,47.7282,-122.372,4,0
3,1.75,1080,9262,1.0,3,7,47.4883,-122.248,0,0
4,1.75,2500,7000,1.0,3,7,47.648,-122.386,0,0
3,1.0,1070,22489,1.0,3,7,47.3278,-122.262,0,0
4,2.5,2430,5366,2.0,3,8,47.3352,-122.19,0,0
3,2.5,2840,7500,2.0,3,11,47.7049,-122.224,3,0
3,2.5,1530,3210,1.5,5,7,47.6913,-122.393,0,0
4,2.5,2100,7920,1.5,4,6,47.5293,-122.371,0,0
3,1.0,990,7420,1.0,5,6,47.2898,-122.221,0,0
3,1.0,1510,6000,1.0,3,8,47.5168,-122.285,0,0
4,2.25,1720,7803,1.0,3,8,47.5119,-122.337,0,0
3,1.75,1830,4500,1.5,4,7,47.676,-122.308,0,0
4,3.0,3370,7920,1.0,3,10,47.6773,-122.403,3,0
3,2.5,2600,4506,2.0,3,8,47.7353,-122.222,0,0
4,1.75,1340,8400,1.0,5,7,47.5382,-122.173,0,0
2,1.0,1410,5000,1.0,4,7,47.5531,-122.379,2,0
3,1.5,1310,2996,2.0,3,7,47.5879,-122.299,0,0
2,1.0,1210,3090,1.0,3,6,47.5532,-122.277,0,0
3,1.5,1370,10176,1.0,3,6,47.4738,-122.263,0,0
4,2.5,3000,7500,2.0,3,9,47.6571,-122.277,0,0
6,2.75,2730,5000,1.0,3,8,47.6751,-122.38,0,0
5,1.0,1790,30456,1.0,4,7,47.3469,-122.195,0,0
4,2.5,2550,7200,2.0,3,7,47.4793,-122.18,2,0
3,2.5,2650,9380,1.0,5,8,47.7756,-122.273,0,0
3,1.75,1480,7560,1.0,3,6,47.6985,-122.364,0,0
3,1.0,1250,9126,1.0,3,7,47.7554,-122.076,0,0
3,2.0,1440,7008,1.0,3,7,47.3702,-122.182,0,0
2,2.25,1640,2128,2.0,4,8,47.753,-122.252,0,0
3,2.5,2870,5163,2.0,3,9,47.6935,-122.352,0,0
4,1.0,1390,4240,1.0,3,7,47.6596,-122.338,0,0
4,4.25,4250,6552,2.0,4,10,47.5747,-122.283,3,0
5,2.0,2400,3500,1.5,3,8,47.6762,-122.356,0,0
3,2.5,2270,7887,2.0,3,8,47.5326,-121.855,2,0
4,2.5,2150,3721,2.0,3,8,47.3363,-122.217,0,0
5,3.75,5350,15360,1.0,3,11,47.648,-122.218,1,0
4,2.5,3040,6887,2.0,3,8,47.6073,-122.015,0,0
4,1.5,1550,3000,1.5,3,7,47.6604,-122.324,0,0
3,2.25,1540,5338,1.0,5,7,47.6942,-122.304,0,0
4,2.0,1540,9279,1.0,3,7,47.5163,-122.268,0,0
4,2.5,2150,8173,2.0,3,8,47.511,-122.153,0,0
3,1.0,1970,22144,1.0,4,7,47.5234,-121.841,0,0
3,2.0,1270,1323,3.0,3,8,47.6934,-122.342,0,0
3,2.25,1850,12000,1.0,4,7,47.7408,-122.101,0,0
5,2.25,1780,7245,1.0,4,8,47.6946,-122.12,0,0
4,2.5,2890,9775,2.0,3,8,47.5339,-121.854,2,0
3,1.75,2000,5000,1.0,4,7,47.6859,-122.399,0,0
3,1.75,1490,11360,1.0,3,8,47.5896,-122.12,0,0
3,2.25,1420,983,3.0,3,8,47.6533,-122.346,0,0
4,1.75,1500,6820,1.5,5,7,47.6794,-122.37,0,0
3,1.75,1550,3680,1.0,3,7,47.6817,-122.36,0,0
2,2.0,1500,1408,3.0,3,7,47.7293,-122.343,0,0
3,2.25,2370,10890,2.0,4,7,47.5827,-122.197,0,0
3,3.0,2230,1407,2.5,3,8,47.5446,-122.017,0,0
1,1.0,1020,6871,1.0,3,6,47.5051,-122.338,0,0
3,1.75,1880,16239,1.0,3,7,47.7004,-122.304,0,0
4,3.5,3170,3858,2.0,3,8,47.5049,-122.155,0,0
2,1.0,590,8717,1.0,3,6,47.7343,-122.335,0,0
3,1.75,1840,5664,2.0,3,7,47.6899,-122.283,0,0
4,1.0,1130,13927,1.5,3,6,47.4939,-122.3,0,0
4,2.75,2000,5827,2.0,3,7,47.3629,-122.026,0,0
3,2.5,1770,3451,2.0,3,7,47.4325,-122.197,0,0
3,1.75,2650,11774,1.0,3,8,47.4909,-122.363,1,0
3,2.75,2500,7378,1.0,5,7,47.7032,-122.37,0,0
3,2.25,1820,6000,1.0,4,7,47.5684,-122.3,0,0
3,1.0,1330,5412,2.0,5,7,47.2053,-121.993,0,0
4,2.75,2600,4674,1.0,3,8,47.6782,-122.286,0,0
2,2.75,2090,23962,2.0,4,8,47.4145,-122.44,3,0
4,2.5,2190,7000,2.0,3,8,47.3718,-122.109,0,0
2,2.5,2390,6928,2.0,4,8,47.5101,-122.391,3,0
3,1.0,1120,8576,1.0,3,6,47.4896,-122.248,0,0
4,2.5,3090,7112,2.0,3,9,47.705,-122.118,0,0
2,1.75,1960,6000,1.0,4,7,47.6531,-122.401,0,0
4,2.75,1830,3420,2.0,3,8,47.366,-122.308,0,0
4,3.5,3370,5000,2.0,3,8,47.5714,-122.38,2,0
4,2.0,1690,8208,1.0,4,7,47.6052,-122.126,0,0
3,1.0,1530,4944,1.0,3,7,47.6857,-122.341,0,0
3,1.75,1570,15330,1.0,3,7,47.4608,-122.34,0,0
1,0.75,760,10079,1.0,5,5,47.4683,-122.438,4,1
2,1.0,1280,5500,1.0,3,7,47.5179,-122.264,0,0
3,2.25,2000,7560,1.0,3,7,47.4798,-122.228,0,0
3,2.25,2090,7450,1.0,3,7,47.7598,-122.303,0,0
4,2.5,2690,18653,2.0,3,8,47.6449,-122.059,0,0
2,1.5,1300,1229,2.0,3,8,47.6727,-122.375,0,0
3,2.5,3310,4682,2.0,3,9,47.5201,-121.885,0,0
4,2.5,3520,12193,2.0,4,10,47.5535,-122.095,0,0
3,1.0,1220,5652,1.0,3,6,47.5767,-122.408,0,0
4,4.5,3890,5906,2.0,3,11,47.5426,-121.995,3,0
4,2.5,1790,19177,1.0,4,7,47.3617,-122.172,0,0
3,2.0,1810,2738,2.0,4,9,47.6112,-122.115,0,0
3,1.5,1460,11407,1.0,3,7,47.746,-122.294,0,0
3,2.0,2040,5600,1.0,5,7,47.5959,-122.293,1,0
3,2.5,2570,10431,2.0,3,9,47.4188,-122.213,0,0
3,1.75,1460,7862,1.0,3,7,47.7755,-122.299,0,0
3,2.25,1840,6750,1.0,4,7,47.4075,-122.172,0,0
3,1.75,1590,14766,1.0,3,8,47.5902,-122.147,0,0
3,1.75,2480,10804,1.0,3,8,47.7721,-122.367,0,0
2,1.5,800,5192,1.0,5,7,47.5119,-122.386,0,0
5,4.5,4350,13405,2.0,3,11,47.6018,-122.06,0,0
4,2.0,2760,21465,1.0,4,9,47.3818,-122.165,0,0
5,4.0,3210,7200,2.0,3,8,47.7329,-121.966,0,0
3,2.5,2577,156816,2.0,3,8,47.2935,-122.108,0,0
3,2.75,2770,3809,1.5,5,7,47.5747,-122.304,0,0
3,2.25,2140,9775,1.0,4,7,47.306,-122.379,0,0
4,3.0,2560,5606,2.0,3,9,47.3274,-122.178,0,0
3,1.75,2100,6874,1.0,3,7,47.6724,-122.279,0,0
2,1.0,930,6900,1.0,3,7,47.506,-122.242,2,0
3,2.25,1760,10835,1.0,4,8,47.522,-122.048,0,0
2,1.0,740,5100,1.0,4,7,47.6787,-122.301,0,0
3,2.5,2450,7051,1.0,3,8,47.5308,-122.171,0,0
4,2.75,2150,16728,1.0,4,8,47.6915,-122.183,0,0
3,2.5,1630,2640,2.0,5,8,47.6452,-122.371,0,0
3,3.0,2490,27702,2.0,3,10,47.5596,-122.403,4,1
4,1.5,1850,3600,2.0,3,8,47.6376,-122.307,0,0
2,1.0,990,45528,1.0,4,7,47.5013,-122.463,0,0
3,3.5,4080,217697,1.5,3,10,47.2604,-122.139,3,0
4,1.5,1760,6150,1.5,3,7,47.3871,-122.224,0,0
3,2.75,2770,54707,1.5,3,8,47.7555,-122.289,0,0
3,1.0,1280,9630,1.0,3,7,47.7677,-122.163,0,0
4,2.5,2680,15508,2.0,3,8,47.3025,-122.39,0,0
3,4.5,3850,62726,2.0,3,10,47.6735,-122.058,0,0
3,2.5,2196,7475,2.0,3,8,47.3803,-122.204,0,0
3,1.0,1120,7320,1.0,4,7,47.5103,-122.382,0,0
4,3.5,2760,4000,2.0,3,8,47.5687,-122.374,2,0
3,1.5,1170,4080,1.0,5,6,47.5338,-122.381,0,0
8,5.0,2800,2580,2.0,3,8,47.6086,-122.303,0,0
4,2.5,2380,5000,2.0,3,8,47.3608,-122.036,0,0
4,2.75,2610,8760,1.0,4,8,47.5875,-122.229,0,0
4,2.5,2640,8625,2.0,3,8,47.4598,-122.15,0,0
2,1.0,760,4000,1.0,3,7,47.6896,-122.396,0,0
3,1.0,1240,14110,1.0,4,7,47.4579,-122.09,0,0
3,2.5,1710,1904,2.0,3,8,47.5827,-122.387,0,0
4,2.75,3280,6845,2.0,3,10,47.7042,-122.107,0,0
4,2.5,2840,6284,2.0,3,9,47.5135,-122.169,0,0
3,2.25,3370,11757,2.0,4,9,47.5573,-122.16,2,0
4,3.0,2520,4104,2.0,3,7,47.5352,-121.88,0,0
3,2.5,1740,2226,2.0,3,8,47.525,-122.366,0,0
3,2.25,2420,23507,1.0,4,8,47.5107,-122.027,0,0
2,1.0,1070,2880,1.0,3,7,47.6261,-122.324,0,0
2,1.0,1180,9350,1.0,3,6,47.4889,-122.259,0,0
2,2.0,1870,4751,1.0,3,8,47.7082,-122.015,0,0
3,4.0,3910,5350,2.0,5,10,47.6393,-122.408,2,0
2,2.25,1040,1516,2.0,3,8,47.6037,-122.307,0,0
4,2.75,2840,8800,2.0,3,9,47.7029,-122.171,0,0
4,2.0,2240,10296,1.0,5,8,47.6177,-122.217,0,0
4,2.25,2210,10039,1.0,4,8,47.634,-122.101,0,0
2,1.0,970,2700,1.0,4,7,47.6852,-122.312,0,0
3,1.75,1360,13320,1.0,4,7,47.4625,-122.069,0,0
3,1.75,1900,11407,1.0,3,8,47.7455,-122.294,0,0
3,1.75,2440,10179,1.0,4,7,47.4118,-122.314,0,0
4,1.75,1920,3844,1.0,3,7,47.7041,-122.353,0,0
3,1.5,1800,8303,1.0,3,7,47.7693,-122.357,0,0
4,3.75,4980,18069,2.0,3,11,47.5348,-121.856,3,0
3,2.5,2160,10200,1.0,3,7,47.7295,-122.331,0,0
3,2.25,2200,8375,2.0,3,8,47.2626,-122.218,0,0
3,2.25,2150,30476,2.0,3,7,47.4605,-122.277,0,0
4,1.5,1220,9600,1.0,3,6,47.6462,-121.909,0,0
4,3.5,3030,5494,3.0,3,9,47.7103,-122.109,0,0
4,2.75,3110,6050,2.0,3,9,47.705,-122.126,0,0
3,1.75,1690,9826,1.0,4,7,47.314,-122.365,0,0
6,3.0,1880,7200,1.0,4,7,47.5029,-122.188,0,0
4,1.75,1850,7500,1.0,3,7,47.4217,-122.333,0,0
3,2.0,1700,11475,1.0,5,6,47.4851,-122.338,0,0
3,1.75,1870,9000,1.0,5,9,47.7203,-122.361,0,0
3,1.5,1620,5108,1.0,3,7,47.6978,-122.316,0,0
4,2.25,2030,8517,1.0,4,8,47.5495,-122.174,0,0
2,1.0,1070,2196,1.0,4,7,47.5726,-122.308,0,0
3,1.75,1680,7770,1.0,4,7,47.6028,-122.167,0,0
4,3.75,4520,9240,1.5,3,10,47.5897,-122.229,2,0
3,2.5,2150,4332,2.0,3,8,47.7373,-121.969,0,0
4,3.75,4260,9800,2.0,3,10,47.6739,-122.172,0,0
2,1.0,670,2378,1.0,3,5,47.5769,-122.372,0,0
5,3.0,4150,7500,2.5,5,11,47.6303,-122.362,4,0
4,2.25,1770,7799,2.0,3,7,47.4192,-122.202,0,0
